frase,glosa predicha,glosa real,eq?,accuracy-score
bμ mikhá nι rι bεphí asíndá kwalkiér asíndá mipμn grι khäní,"[[['bμ', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['bεphí', 'stem'], 'obl'], [['asíndá', 'stem'], 'obl'], [['kwalkiér', 'stem'], 'obl'], [['asíndá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['pμn', 'stem'], 'v'], [['grι', '2.cnt'], 'det'], [['khäní', 'stem'], 'obl']]","[[['bμ', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['bεphí', 'stem'], 'obl'], [['asíndá', 'stem'], 'obl'], [['kwalkiér', 'stem'], 'obl'], [['asíndá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['pμn', 'stem'], 'v'], [['grι', 'det'], 'det'], [['khäní', 'stem'], 'obl']]",False,0.9387755102040817
xo mitahá rι ntsoyι mitá sínko pesos rι béhñι dos sinkwenta,"[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['tahá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tá', 'stem'], 'v'], [['sínko', 'stem'], 'obl'], [['pesos', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['dos', 'stem'], 'obl'], [['sinkwenta', 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['tahá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tá', 'stem'], 'v'], [['sínko', 'stem'], 'obl'], [['pesos', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['dos', 'stem'], 'obl'], [['sinkwenta', 'stem'], 'obl']]",True,1.0
i nuyι intahahä porke inge yι obra biñäntsi,"[[['i', '3.icp'], 'cnj'], [['nuyι', 'stem'], 'obl'], [['intahahä', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['inge', 'stem'], 'prt'], [['yι', 'det.pl'], 'det'], [['obra', 'stem'], 'obl'], [['bi', '3.cpl'], ['ñäntsi', 'stem'], 'v']]","[[['i', 'stem'], 'cnj'], [['nuyι', 'stem'], 'obl'], [['i', '3.icp'], ['ntahahä', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['inge', 'stem'], 'prt'], [['yι', 'det.pl'], 'det'], [['obra', 'stem'], 'obl'], [['bi', '3.cpl'], ['ñäntsi', 'stem'], 'v']]",False,0.9166666666666666
bibμngiι' méphí,"[[['bi', '3.cpl'], ['bμngi', 'stem'], [""ι'"", 'lim'], 'v'], [['méphí', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['bμngi', 'stem'], [""ι'"", 'lim'], 'v'], [['méphí', 'stem'], 'obl']]",True,1.0
binkhá albañil,"[[['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['albañil', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['albañil', 'stem'], 'obl']]",True,1.0
binkhá chalan,"[[['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['chalan', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['chalan', 'stem'], 'obl']]",True,1.0
ánk'ú xo ipεphí 'á múndo o 'á ntsμhní,"[[['án', 'stem'], [""k'ú"", 'loc'], 'obl'], [['xo', 'stem'], 'cnj'], [['i', '3.icp'], ['pεphí', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['múndo', 'stem'], 'mexico'], [['o', 'stem'], 'conj.adv'], [[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'n']]","[[[""ánk'ú"", 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['i', '3.icp'], ['pεphí', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['múndo', 'stem'], 'mexico'], [['o', 'stem'], 'conj.adv'], [[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'n']]",False,0.9
pe mäkhámák'ú xayi mikhá k'ι ta bεphí,"[[['pe', 'stem'], 'obl'], [['mä', '1.pss'], ['khámá', 'stem'], [""k'ú"", 'loc'], 'unkwn'], [['xayi', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['ta', 'stem'], 'cnj'], [['bεphí', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['mäkhámá', 'stem'], [""k'ú"", 'loc'], 'unkwn'], [['xayi', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['ta', 'stem'], 'cnj'], [['bεphí', 'stem'], 'obl']]",False,0.9032258064516129
bindμsuphré mätsiabwelita,"[[['bi', '3.cpl'], ['ndμsuphré', 'stem'], 'v'], [['mä', '1.pss'], ['tsi', 'dim'], ['abwelita', 'stem'], 'n']]","[[['bi', '3.cpl'], ['ndμ', 'muy'], ['suphré', 'stem'], 'v'], [['mä', '1.pss'], ['tsi', 'dim'], ['abwelita', 'stem'], 'n']]",False,0.8333333333333334
k'ι mätsindμméhé ko mändμhtáhé danimbí,"[[[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tsi', 'dim'], ['ndμ', 'muy'], ['mé', 'pl.exc'], ['hé', 'pl.exc'], 'n'], [['ko', 'stem'], 'obl'], [['mä', '1.pss'], ['ndμhtá', 'stem'], ['hé', 'pl.exc'], 'n'], [['da', '3.pot'], ['nimbí', 'stem'], 'v']]","[[[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tsi', 'dim'], ['ndμmé', 'stem'], ['hé', 'pl.exc'], 'n'], [['ko', 'stem'], 'obl'], [['mä', '1.pss'], ['ndμhtá', 'stem'], ['hé', 'pl.exc'], 'n'], [['da', '3.pot'], ['nimbí', 'stem'], 'v']]",False,0.8529411764705882
pero más rι óra yι tres bese dankámbia nι rι khäní,"[[['pero', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['óra', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['tres', 'stem'], 'obl'], [['bese', 'stem'], 'obl'], [['da', '3.pot'], ['nká', 'stem'], ['m', 'med'], ['bi', '3.cpl'], ['a', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['khäní', 'stem'], 'obl']]","[[['pero', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['óra', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['tres', 'stem'], 'obl'], [['bese', 'stem'], 'obl'], [['da', '3.pot'], ['nkámbia', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['khäní', 'stem'], 'obl']]",False,0.9
pe mäkhámák'ú xayi mikhá ni para delantal ni para sako,"[[['pe', 'stem'], 'obl'], [['mä', '1.pss'], ['khámá', 'stem'], [""k'ú"", 'loc'], 'unkwn'], [['xayi', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['delantal', 'stem'], 'obl'], [['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['sako', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['mäkhámá', 'stem'], [""k'ú"", 'loc'], 'unkwn'], [['xayi', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['delantal', 'stem'], 'obl'], [['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['sako', 'stem'], 'obl']]",False,0.9333333333333333
ni para báyú xo xayithóhó,"[[['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['báyú', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'unkwn']]","[[['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['báyú', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'unkwn']]",True,1.0
ya ni té dizí,"[[['ya', 'stem'], 'cnj'], [['ni', 'stem'], 'obl'], [['té', 'stem'], 'obl'], [['di', '3.icp.irr'], ['zí', 'stem'], 'v']]","[[['ya', 'stem'], 'cnj'], [['ni', 'stem'], 'obl'], [['té', 'stem'], 'obl'], [['di', '3.icp.irr'], ['zí', 'stem'], 'v']]",True,1.0
ni para xábo mitót'i,"[[['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['xábo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""tót'i"", 'stem'], 'v']]","[[['ni', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['xábo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""tót'i"", 'stem'], 'v']]",True,1.0
mimpεní ko rι thé,"[[['m', 'psd'], ['i', '3.icp'], ['mpεní', 'stem'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['thé', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], ['mpεní', 'stem'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['thé', 'stem'], 'obl']]",True,1.0
genk'ι mi'imbí tekéskíhté,"[[['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn'], [['m', 'psd'], ['i', '3.icp'], [""'imbí"", 'stem'], 'v'], [['tekéskíhté', 'stem'], 'obl']]","[[['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn'], [['m', 'psd'], ['i', '3.icp'], [""'imbí"", 'stem'], 'v'], [['tekéskíhté', 'stem'], 'obl']]",True,1.0
bi'imbí rι xábo,"[[['bi', '3.cpl'], [""'imbí"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['xá', 'stem'], ['bo', '3.cpl'], 'obl']]","[[['bi', '3.cpl'], [""'imbí"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['xábo', 'stem'], 'obl']]",False,0.8461538461538461
nι rι kósa mitriste mäkhámá,"[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['kósa', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['triste', 'stem'], 'v'], [['mä', '1.pss'], ['khámá', 'stem'], 'obl']]","[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['kósa', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['triste', 'stem'], 'v'], [['mäkhámá', 'stem'], 'obl']]",False,0.8695652173913043
milástima porke asta xayi dizí,"[[['m', 'psd'], ['i', '3.icp'], ['lástima', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['asta', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['di', '3.icp.irr'], ['zí', 'stem'], 'v']]","[[['m', 'psd'], ['i', '3.icp'], ['lástima', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['asta', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['di', '3.icp.irr'], ['zí', 'stem'], 'v']]",True,1.0
asta bizíhí yι naxät'ánι,"[[['asta', 'stem'], 'cnj'], [['bi', '3.cpl'], ['zíhí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [[""naxät'á"", 'stem'], ['nι', 'dem'], 'unkwn']]","[[['asta', 'stem'], 'cnj'], [['bi', '3.cpl'], ['zí', 'stem'], ['hí', 'pl'], 'v'], [['yι', 'det.pl'], 'det'], [['na', 'stem'], [""xät'á"", 'stem'], ['nι', 'dem'], 'unkwn']]",False,0.8571428571428571
bizíhí kwalkiera yι páxí,"[[['bi', '3.cpl'], ['zíhí', 'stem'], 'v'], [['kwalkiera', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['páxí', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['zí', 'stem'], ['hí', 'pl'], 'v'], [['kwalkiera', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['páxí', 'stem'], 'obl']]",False,0.9047619047619048
yι xo minúhí ta,"[[['yι', 'det.pl'], 'det'], [['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['nú', 'stem'], ['hí', 'pl'], 'v'], [['ta', 'stem'], 'cnj']]","[[['yι', 'det.pl'], 'det'], [['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['nú', 'stem'], ['hí', 'pl'], 'v'], [['ta', 'stem'], 'cnj']]",True,1.0
xo dúnthí yι khäní bidúnι,"[[['xo', 'stem'], 'cnj'], [['dúnthí', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl'], [['bi', '3.cpl'], ['dú', 'stem'], ['nι', 'dem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['dúnthí', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl'], [['bi', '3.cpl'], ['dú', 'stem'], ['nι', 'dem'], 'v']]",True,1.0
pero phä nι rι óra nι rι tiempo dapohó,"[[['pero', 'stem'], 'obl'], [['phä', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óra', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tiempo', 'stem'], 'obl'], [['da', '3.pot'], ['pohó', 'stem'], 'v']]","[[['pero', 'stem'], 'obl'], [['phä', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óra', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tiempo', 'stem'], 'obl'], [['da', '3.pot'], ['pohó', 'stem'], 'v']]",True,1.0
xo ge bikontágí k'ι mätsiwéla,"[[['xo', 'stem'], 'cnj'], [['ge', 'stem'], 'prt'], [['bi', '3.cpl'], ['kontá', 'stem'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tsi', 'dim'], ['wéla', 'stem'], 'n']]","[[['xo', 'stem'], 'cnj'], [['ge', 'stem'], 'prt'], [['bi', '3.cpl'], ['kontá', 'stem'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tsi', 'dim'], ['wéla', 'stem'], 'n']]",True,1.0
ntsothó xo drιbéni,"[[['ntsothó', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['drι', '1.cnt'], ['béni', 'stem'], 'v']]","[[['ntsothó', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['drι', '1.cnt'], ['béni', 'stem'], 'v']]",True,1.0
mäkhámá mitsú mi'μngi yι yι tsimégí yι khäní,"[[['mä', '1.pss'], ['khámá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tsú', 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], [""'μngi"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['mé', 'stem'], ['gí', '1.obj'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl']]","[[['mäkhámá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tsú', 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], [""'μngi"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['mégí', 'stem'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl']]",False,0.8648648648648649
mink'antíbi rι dó,"[[['m', 'psd'], ['i', '3.icp'], [""nk'antí"", 'stem'], ['bi', '3.obj'], 'v'], [['rι', 'det'], 'det'], [['dó', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], [""nk'antí"", 'stem'], ['bi', '3.obj'], 'v'], [['rι', 'det'], 'det'], [['dó', 'stem'], 'obl']]",True,1.0
mimphεtebi rι ñá,"[[['m', 'psd'], ['i', '3.icp'], ['mphεte', 'stem'], ['bi', '3.cpl'], 'v'], [['rι', 'det'], 'det'], [['ñá', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], ['mphεte', 'stem'], ['bi', '3.obj'], 'v'], [['rι', 'det'], 'det'], [['ñá', 'stem'], 'obl']]",False,0.8571428571428571
midμt'í khage,"[[['m', 'psd'], ['i', '3.icp'], [""dμt'í"", 'stem'], 'v'], [['khage', 'stem'], 'dec']]","[[['m', 'psd'], ['i', '3.icp'], [""dμt'í"", 'stem'], 'v'], [['khage', 'stem'], 'dec']]",True,1.0
mi'μngi nι rι tsibúro khage,"[[['m', 'psd'], ['i', '3.icp'], [""'μngi"", 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['búro', 'stem'], 'unkwn'], [['khage', 'stem'], 'dec']]","[[['m', 'psd'], ['i', '3.icp'], [""'μngi"", 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['búro', 'stem'], 'unkwn'], [['khage', 'stem'], 'dec']]",True,1.0
mi'μngi nι rι tsianimál,"[[['m', 'psd'], ['i', '3.icp'], [""'μngi"", 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsianimál', 'stem'], 'unkwn']]","[[['m', 'psd'], ['i', '3.icp'], [""'μngi"", 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['animál', 'stem'], 'unkwn']]",False,0.8
pe ya hμtsa 'μngiι' béhñι,"[[['pe', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['hμtsa', 'stem'], 'neg'], [[""'μngi"", 'stem'], [""ι'"", 'lim'], 'v'], [['béhñι', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['hμtsa', 'stem'], 'neg'], [[""'μn"", 'stem'], ['gi', '3.obj'], [""ι'"", 'lim'], 'v'], [['béhñι', 'stem'], 'obl']]",False,0.9047619047619048
pe mäkhámá bastante misuphré yι béhñι,"[[['pe', 'stem'], 'obl'], [['mä', '1.pss'], ['khámá', 'stem'], 'obl'], [['bastante', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['suphré', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['béhñι', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['mäkhámá', 'stem'], 'obl'], [['bastante', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['suphré', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['béhñι', 'stem'], 'obl']]",False,0.90625
nuyι khóngi ndóndo rι tiempo yι nι rι órayι',"[[['nuyι', 'stem'], 'obl'], [['khóngi', 'stem'], 'obl'], [['ndóndo', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tiempo', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óra', 'stem'], [""yι'"", 'lim'], 'unkwn']]","[[['nuyι', 'stem'], 'obl'], [['khóngi', 'stem'], 'obl'], [['ndóndo', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tiempo', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óra', 'stem'], [""yι'"", 'lim'], 'unkwn']]",True,1.0
mähke nkhúti sentábo o mähke xayi dazí pe rιpa rιkéha 'á ntsμhní,"[[['mähke', 'stem'], 'obl'], [['nkhúti', 'stem'], 'v'], [['sentá', 'stem'], ['bo', '3.cpl'], 'obl'], [['o', 'stem'], 'conj.adv'], [['mähke', 'stem'], 'obl'], [['xayi', 'stem'], 'obl'], [['da', '3.pot'], ['zí', 'stem'], 'v'], [['pe', 'stem'], 'obl'], [['rι', 'det'], ['pa', 'stem'], 'n'], [['rι', 'det'], ['kéha', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'n']]","[[['mähke', 'stem'], 'obl'], [['nkhúti', 'stem'], 'v'], [['sentábo', 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [['mähke', 'stem'], 'obl'], [['xayi', 'stem'], 'obl'], [['da', '3.pot'], ['zí', 'stem'], 'v'], [['pe', 'stem'], 'obl'], [['rι', 'det'], ['pa', 'stem'], 'n'], [['rι', '3.cnt'], ['kéha', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'n']]",False,0.9245283018867925
pues nimodo bisuphré k'ι más ante mäabwelitahé komo mbμi enkahoso rι ntsoyι,"[[['pues', 'stem'], 'cnj'], [['nimodo', 'stem'], 'unkwn'], [['bi', '3.cpl'], ['suphré', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['más', 'stem'], 'obl'], [['ante', 'stem'], 'obl'], [['mäabwelita', 'stem'], ['hé', 'pl.exc'], 'n'], [['komo', 'stem'], 'obl'], [['mbμi', 'stem'], 'v'], [['enkahoso', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl']]","[[['pues', 'stem'], 'cnj'], [['ni', 'stem'], ['modo', 'stem'], 'unkwn'], [['bi', '3.cpl'], ['suphré', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['más', 'stem'], 'obl'], [['ante', 'stem'], 'obl'], [['mä', '1.pss'], ['abwelita', 'stem'], ['hé', 'pl.exc'], 'n'], [['komo', 'stem'], 'obl'], [['mbμi', 'stem'], 'v'], [['enkahoso', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl']]",False,0.9375
'á mihot'i pe nι rι órayι' hinayι',"[[[""'á"", 'stem'], 'p.loc'], [['m', 'psd'], ['i', '3.icp'], [""hot'i"", 'stem'], 'v'], [['pe', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óra', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['hina', 'stem'], [""yι'"", 'lim'], 'unkwn']]","[[[""'á"", 'stem'], 'p.loc'], [['m', 'psd'], ['i', '3.icp'], [""hot'i"", 'stem'], 'v'], [['pe', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óra', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['hina', 'neg'], [""yι'"", 'lim'], 'unkwn']]",False,0.8571428571428571
bμ ntsáingó ikóbra rι 'bμhña,"[[['bμ', 'stem'], 'cnj'], [['ntsáingó', 'stem'], 'obl'], [['i', '3.icp'], ['kóbra', 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'bμhña"", 'stem'], 'obl']]","[[['bμ', 'stem'], 'cnj'], [['ntsáingó', 'stem'], 'obl'], [['i', '3.icp'], ['kóbra', 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'bμhña"", 'stem'], 'obl']]",True,1.0
dankhá rι hμndrí,"[[['da', '3.pot'], ['nkhá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hμndrí', 'stem'], 'obl']]","[[['da', '3.pot'], ['nkhá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hμndrí', 'stem'], 'obl']]",True,1.0
damáñó ngú por ngú,"[[['da', '3.pot'], ['má', 'ctrf'], ['ñó', 'stem'], 'v'], [['ngú', 'stem'], 'obl'], [['por', 'stem'], 'obl'], [['ngú', 'stem'], 'obl']]","[[['da', '3.pot'], ['má', 'ctrf'], ['ñó', 'stem'], 'v'], [['ngú', 'stem'], 'obl'], [['por', 'stem'], 'obl'], [['ngú', 'stem'], 'obl']]",True,1.0
it'úni rι refreskó,"[[[""it'úni"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['refreskó', 'stem'], 'obl']]","[[['i', '3.icp'], ['t', 'lig'], [""'úni"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['refreskó', 'stem'], 'obl']]",False,0.8125
despwés dazati rι hμndrí,"[[['despwés', 'stem'], 'obl'], [['da', '3.pot'], ['zati', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hμndrí', 'stem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['da', '3.pot'], ['zati', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hμndrí', 'stem'], 'obl']]",True,1.0
i para ke daphiéstayι' yι khäní sábado,"[[['i', '3.icp'], 'cnj'], [['para', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['da', '3.pot'], ['phiésta', 'stem'], [""yι'"", 'lim'], 'v'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl'], [['sábado', 'stem'], 'obl']]","[[['i', 'stem'], 'cnj'], [['para', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['da', '3.pot'], ['phiésta', 'stem'], [""yι'"", 'lim'], 'v'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl'], [['sábado', 'stem'], 'obl']]",False,0.96875
ngúk'ú gámbμn k'ι rι phiésta,"[[['ngú', 'stem'], [""k'ú"", 'loc'], 'unkwn'], [['gámbμn', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['phiésta', 'stem'], 'obl']]","[[['ngú', 'stem'], [""k'ú"", 'loc'], 'unkwn'], [['gá', '2.icp'], ['mbμn', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['phiésta', 'stem'], 'obl']]",False,0.875
día domingo dankhá rι 'bμhña,"[[['día', 'stem'], 'obl'], [['domingo', 'stem'], 'obl'], [['da', '3.pot'], ['nkhá', 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'bμhña"", 'stem'], 'obl']]","[[['día', 'stem'], 'obl'], [['domingo', 'stem'], 'obl'], [['da', '3.pot'], ['nkhá', 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'bμhña"", 'stem'], 'obl']]",True,1.0
binkóbra ngú por ngú,"[[['bi', '3.cpl'], ['nkóbra', 'stem'], 'v'], [['ngú', 'stem'], 'obl'], [['por', 'stem'], 'obl'], [['ngú', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['nkóbra', 'stem'], 'v'], [['ngú', 'stem'], 'obl'], [['por', 'stem'], 'obl'], [['ngú', 'stem'], 'obl']]",True,1.0
pero último día datermináwi lónchi k'ι rι phiésta,"[[['peroúltimo', 'stem'], ['día', 'stem'], ['da', '3.pot'], ['terminá', 'stem'], ['wi', 'prag'], ['lónchi', 'stem'], [""k'ι"", 'stem'], ['rι', 'det'], ['phiésta', 'stem'], 'obl']]","[[['pero', 'stem'], 'obl'], [['último', 'stem'], 'obl'], [['día', 'stem'], 'obl'], [['da', '3.pot'], ['terminá', 'stem'], ['wi', 'prag'], 'v'], [['lón', 'stem'], ['chi', 'dim'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['phiésta', 'stem'], 'obl']]",False,0.9047619047619048
